epoch,test_data,generated_summary
7,"In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes .
But its website emphasizes importance of education, ""opportunities to learn""
Lawsuit claims students didn't get an education because of academic fraud at UNC .","""The NCAA says it has no legal responsibility to ensure the academic integrity of the courses offered to student-athletes at its member institutions."" 
     ""The NCAA believes that the lawsuit misunderstands the NCAA's role with respect to its member schools and ignores the myriad steps the NCAA has taken to assist student-athletes in being equipped to excel both in the classroom and on the playing field."" 
     ""The NCAA likened its role to that of the American Bar Association or American Medical Association, and said that those entities are not sued every time a lawyer or doctor acts inappropriately."" 
     ""The NCAA's claim that it's hands-off when it comes to athletics seems to be a direct contradiction of what the organization has been repeating for years, not just in the rhetoric on its website, but in speeches by its president, Mark Emmert, and in court defending itself from numerous lawsuits over paying athletes."""
7,"Judge won't allow teen leave hospital before her last chemotherapy treatment .
Attorneys for the teen are deciding whether to appeal .
Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .","Connecticut teen Cassandra C. will remain in temporary custody of the state for the time being, according to her attorney, Josh Michtom. A Connecticut juvenile court judge denied a motion to let the teen, identified in court documents as ""Cassandra C.,"" go home. The judge also denied a motion for visitation. The 17-year-old is in remission after nearly six months of forced chemo treatments. Michtom and attorney Michael Taylor, who represents Cassandra's mother, Jackie Fortin, released a written statement after receiving the judge's decision Wednesday: ""We are disappointed in this ruling, not least of all because it draws a factual conclusion that is directly contradicted by the weight of the evidence. We're conferring with our clients now about next steps, including whether to take another appeal."" Cassandra was diagnosed with Hodgkin lymphoma in September and medical experts gave her an 85% chance of survival if treated with chemotherapy. Without it, doctors said at the time, she was likely to die within two years. She started chemotherapy in November but ran away after two days, according to court documents, when she decided she did not want to put the poison of the treatment into her body. In December, a judge ordered the young woman to be under the custody of the Connecticut Department of Children and Families. At that time, she was admitted to Connecticut Children's Medical Center in Hartford and has remained there since then.  Doctors surgically implanted a port in Cassandra's chest to administer chemotherapy medications, which began in spite of legal maneuvers to halt them. Cassandra is feeling well and is in good shape as far as her health is concerned, according to Michtom. ""She's seen in her case the side effects weren't bad, and she's been well-treated by the nurses and doctors and does want to complete the treatment,"" he said. Her treatment is scheduled to wrap up this month. Michtom and Taylor failed in their effort before the Connecticut Supreme Court to make"
7,"The song rules the chart for 13th week .
It passes Robin Thicke's ""Blurred Lines""
Song three weeks from potentially tying ""One Sweet Day"" for record .","Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week. It's also just the 10th single in the Hot 100's entire history to spend at least 13 weeks at No. 1. Plus, newcomer Natalie La Rose reaches the top 10 with her debut hit ""Somebody,"" featuring Jeremih. As we do each Wednesday, let's run down all the songs in the top 10, and a bit beyond, on the sales/airplay/streaming-based Hot 100 (dated April 11). ""Funk,"" released on RCA Records, passes Robin Thicke's ""Blurred Lines,"" featuring T.I. and Pharrell to take sole possession of the Hot 100's longest command this decade. Here's an updated look at the hits to lead for the most weeks since the beginning of 2010:. Weeks at No. 1, Title, Artist, Date Reached No. 1. 13 (to date), ""Uptown Funk!,"" Ronson feat. Mars, Jan. 17, 2015. 12, ""Blurred Lines,"" Robin Thicke feat. T.I. + Pharrell, June 22, 2013. 10, ""Happy,"" Pharrell Williams, March 8, 2014. 10, ""We Found Love,"" Rihanna feat. Calvin Harris, Nov. 12, 2011. ""Funk"" also becomes one of an elite 10 singles ever to top the Hot 100 for at least 13 weeks, dating to the chart's Aug. 4, 1958 launch:. Weeks at No. 1, Title, Artist, Date Reached No. 1. 16, ""One Sweet Day,"" Mariah Carey & Boyz II Men, Dec. 2,"
7,"High temperatures are recorded on the northern tip of the Antarctica Peninsula .
The World Meteorological Organization will make the final determination .","(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant day in early spring -- unless you're in Antarctica. The chilly continent recorded the temperature (15.5 degrees Celsius) on March 24, possibly the highest ever recorded on Antarctica, according to the Weather Underground. The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula, according to CNN affiliate WTNH. (Note to map lovers: The Argentine base is not geographically part of the South American continent.) The World Meteorological Organization, a specialized United Nations agency, is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists to begin collecting relevant evidence, said Randy Cerveny, the agency's lead rapporteur of weather and climate extremes and Arizona State University professor of geographical sciences. The committee will examine the equipment used to measure the temperature, whether it was in good working order, whether the correct monitoring procedures were followed, whether the equipment was placed in the correct location and whether the measurement is matched by corresponding records from surrounding stations, Cerveny said. The committee will discuss the issues and make a recommendation to Cerveny, who will make an official finding, probably by late summer or early fall. Researchers who study climate change carefully watch weather changes in the Antarctic region and elsewhere for evidence that the Earth is getting warmer."
7,"A Native American from a tribe not recognized by the feds wins the return of his eagle feathers .
An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work .
A group of Chicago pastors takes on City Hall over its permits for new churches and loses .","Indiana's new Religious Freedom Restoration Act faces a firestorm from critics who say it uses faith as a pretext to discriminate against gay people.
     State laws have been growing ever since the U.S. Religious Freedom Restoration Act became law in 1993, designed to prohibit the federal government from ""substantially burdening"" a person's exercise of religion.
     Such state laws have been growing ever since the U.S. Religious Freedom Restoration Act became law in 1993, designed to prohibit the federal government from ""substantially burdening"" a person's exercise of religion.
     So far, 20 states have some version of the religious liberty law, and the legal controversies have grown, too.
     Claims under those state RFRAs are ""exceedingly rare,"" and victories involved mostly religious minorities, not Christian denominations, experts say.
     ""There is reason to doubt whether these state-level religious liberty provisions truly provide meaningful protections for religious believers,"" wrote Wayne State University law professor Christopher Lund in a 2010 analysis, when there were only 16 states with such laws.
     In 2006, Robert Soto and Michael Russell attended an American Indian powwow while in possession of eagle feathers, in violation of the federal Eagle Protection Act, which outlaws the killing of bald and golden eagles and even picking their feathers off the ground.
     Soto, a Lipan Apache, asserted he was participating in an Indian religious ceremony.
     The feathers are sacred to Native Americans.
     But a federal Fish and Wildlife Service agent found his tribe wasn't federally recognized, and Soto surrendered his feathers.
     Russell, who is married to Soto's sister, isn't American Indian and agreed to pay a fine, according to court papers and the America Bar Association Journal.
     Soto, however, petitioned the federal Interior Department to return his feathers.
     The feds said no, because he wasn't from a recognized tribe.
     Soto and Russell sued the federal"
7,"Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup .
His car hit a mailbox and a tree just before midnight .","Robert Lewis Burns Jr., 64, died in a car crash in Cartersville, Georgia, after his car hit a mailbox and a tree. He was not restrained at the time of the crash. Burns was the original drummer in Southern rock band Lynyrd Skynyrd. He left the band in 1975 due to exhaustion from touring. Burns was not involved in the 1977 plane crash that killed three members, including lead singer Ronnie Van Zant. The band was inducted into the Rock and Roll Hall of Fame in 2006. Lynyrd Skynyrd still tours with guitarist Gary Rossington, the only original member still in the band."
7,"Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy .
He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm .
Police said Kim opposed the joint U.S.-South Korean military drills .","The man accused of stabbing U.S. Ambassador Mark Lippert in Seoul last month is now charged with attempted murder, a South Korean court official said Wednesday. Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction, the Seoul Central District Court official said. According to South Korean law, Kim's trial must begin within 14 days of receiving today's indictment. Lippert was stabbed March 5 during an event organized by the Korean Council for Reconciliation and Cooperation, which advocates peaceful reunification between North and South Korea. Shortly before Lippert was supposed to give a speech, the attacker slashed him in the face and jaw. The ambassador suffered a gash from his right cheekbone to his lower jaw that required 80 stitches. That wound measured 10 centimeters (4 inches) long and 2.5 centimeters (1 inch) deep, but there was no serious facial nerve damage, said Dr. Jung Nam-shik of the Yonsei Severance Hospital. Lippert also suffered five cuts in his left arm and hand, but was not expected to have permanent damage to his arm function. Police said Kim stabbed Lippert with a 10-inch knife because he opposed the joint South Korean-U.S. military drills, which happen every year and frequently draw the ire of North Korea. Police official Yoon Myeong-seong told reporters that Kim had visited North Korea seven times between 1999 and 2007, and that authorities were investigating a possible connection between his visits to the reclusive state and the attack against Lippert. Kim, 55, has a history of unpredictable behavior. In 2010, he received a suspended two-year prison sentence for throwing a piece of concrete at a Japanese ambassador to South Korea, according to the Yonhap news agency. South Korean President Park Geun-hye condemned the attack. ""This incident is not only a physical attack on the U.S. ambassador,"" she said"
7,"Hong Kong banker alleged murder case adjourned until May .
The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .","Rurik Jutting, a 29-year-old Briton, was charged with two counts of murder in connection with the deaths of two women, Seneng Mujiasih, 29, and Sumarti Ningsih, 25, who were found dead in an upmarket apartment in Wan Chai, Hong Kong. Jutting allegedly killed Mujiasih on November 1 and Ningsih on October 27, five days before her body was found. Mujiasih was a domestic worker who had overstayed her visa, while Ningsih was a tourist who had been working in Hong Kong as a domestic helper between 2011 and 2013. Jutting allegedly lived at the murder scene and was detained at the scene, where police found the bodies of the two women and seized a knife. The case was adjourned until May to allow for further analysis of forensic and DNA evidence. The victims' bodies were repatriated to Indonesia in November, and fellow domestic workers held a vigil in Hong Kong's Victoria Park to honor their memory."
7,"Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet .
Overhead bins, head rests and air sick bags feature characters from Cartoon Network .","""Thai Smile, a subsidiary of Thai Airways, unveiled a colorful new livery featuring Jake, Finn and Princess Bubblegum on an Airbus A320 at Bangkok's Suvarnabhumi International Airport. The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and air sickness bags covered in the faces of characters from the show. The inaugural Thai Smile Adventure Time flight takes place on April 4, heading from Bangkok to Phuket."""
7,"Manning is serving a 35-year sentence for leaking thousands of classified documents .
She says she will be using a voice phone to dictate her tweets .","Imprisoned soldier Chelsea Manning can now communicate with the world  -- in 140 characters or less. Manning, who is serving a 35-year prison sentence for leaking thousands of classified documents, appears to have joined Twitter this week. Manning was sentenced in 2013, and in August of that year, she said she wanted to transition to a female. The Fort Leavenworth Disciplinary Barracks in Kansas, where she is serving her sentence, has authorized hormone therapy for her treatment. Manning said she suffers from gender dysphoria. Her  lawyers describe it as ""the medical diagnosis given to individuals whose gender identity -- their innate sense of being male or female -- differs from the sex they were assigned at birth, causing clinically significant distress."" Manning said she will be using a voice phone to dictate her tweets to  communications firm Fitzgibbon Media, which will post them on her behalf. Manning was convicted of stealing and disseminating 750,000 pages of documents and videos to WikiLeaks in what has been described as the largest leak of classified material in U.S. history. Manning has written opinion pieces for The New York Times and The Guardian from prison."""
7,"Frida Ghitis: President Barack Obama is right to want a deal, but this one gives Iran too much .
She says the framework agreement starts lifting Iran sanctions much too soon .","Obama's political standing and his historic legacy in foreign policy are so deeply intertwined with reaching an accord with Iran that if the deal ultimately collapses, he may fear that historians will conclude that his legacy in global affairs collapsed with it. Obama has a huge political stake in these negotiations. The President may insist that the United States will choose no deal over a bad deal, but few people truly believe he has a credible Plan B. Few believe it, particularly in the Middle East and notably among America's Arab friends, who hold the view that Iran is running circles around the United States and outplayed Obama. The notion that Obama is not handling the Iranian threat effectively is contributing to a new war in Yemen, where Saudi Arabia and other Arabs are trying to push back against gains by Iran's allies. The political imperative started to intrude in strategic considerations on an issue that is of transcendent importance to world peace. The framework agreement announced on Thursday came two days after Obama's March 31 deadline. The U.S.-imposed deadline served only to pressure the United States, and the French ambassador very publicly decried as a ""bad tactic."" That bad tactic was a political move, a push to produce some sort of result, however vague, to protect the talks from critics. A solid agreement that ensures Iran will not produce nuclear weapons would be a most welcome development. But the agreement so far does not look promising. It certainly shows the final outcome will differ greatly from what Obama had vowed. Iran will be allowed to keep one-third of its more than 6,000 centrifuges. That's not a small symbolic number. And it does not appear as though any of its nuclear facilities will be dismantled, although Fordow will contain no nuclear materials. Iran has insisted all along that its nuclear program has only civilian uses. The fact is that Iran has a well-established record of lying and concealing the information about its nuclear program to U.N. inspectors. And the U.N. agency chief says that"
7,"The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend .
It's worldwide debut may approach or cross $300 million by the end of Easter Sunday .","Universal's ""Furious 7"" continues to build momentum at the Friday box office for a weekend debut in the $135 million-$138 million range, the largest opening in North America since fall 2013. That includes a projected Friday take of $58 million-$60 million. The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend and earned a record-breaking $60 million internationally on Wednesday and Thursday for a possible worldwide debut approaching or crossing $300 million by the end of Easter Sunday. ""Furious 7"" is getting the widest release in Universal's history. Domestically, it will be playing in 4,003 theaters by Good Friday. Internationally, it has booked more than 10,500 screens in 63 territories, although it won't open in China, Japan and Russia until later. The current record-holder for top April opening domestically is ""Captain America: The Winter Soldier,"" which debuted to $95 million from 3,928 theaters last year."""
7,"Deion Sanders calls out son for ""hood doughnuts"" comments .
""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""","""NFL legend Deion Sanders called out his son Deion Sanders Jr. on Twitter for saying he only eats ""hood doughnuts."" Sanders reminded his son he has a trust fund, a condo and his own clothing line called ""Well Off."" Sanders Jr. seemed to take the public browbeating in stride, retweeting his father's comments."""
7,"An outside review found that a Rolling Stone article about campus rape was ""deeply flawed""
Danny Cevallos says that there are obstacles to a successful libel case, should one be filed .","The Rolling Stone article about the alleged gang rape at the University of Virginia was found to be deeply flawed by an outside review by Columbia Journalism School professors. The Columbia team concluded that the failure encompassed reporting, editing, editorial supervision and fact-checking. The magazine's managing editor, Will Dana, apologized to readers and those affected by the story and the ensuing fallout. The question is whether UVA, Phi Kappa Psi, or other fraternities on campus can sue for defamation. The Virginia Supreme Court said in Jordan v. Kollman that ""the elements of libel are (1) publication of (2) an actionable statement with (3) the requisite intent."" A private person suing for defamation must establish that the defendant has published a false factual statement that is about the person and that it also harms the person's reputation. The private plaintiff also must show that the defendant knew that the statement was false, or believed it was true but lacked a reasonable basis, or acted negligently in checking the facts. The Columbia report may go a long way toward establishing at least a modicum of the required intent. However, there are strict rules about who can be a plaintiff in a defamation action like this. The identity of the aspiring plaintiff matters. UVA is a public university, and therefore it is a governmental entity, and the government cannot sue for defamation. The fraternities, starting with Phi Kappa Psi, are not individuals, but groups, and groups generally cannot sue for defamation. However, there are exceptions. If the defamatory language is about ""a comparatively small group of persons and the defamatory part is easily imputed against all members of the small group, an individual member may sue."" Phi Kappa Psi would likely argue that the ""small group"" exception fits it perfectly. On the other hand, Rolling Stone's lawyers would likely argue that the group is so large and fluid that even though the fraternity's reputation is tarnished, the members have suffered no"
7,"Shibuya ward in Tokyo passes an ordinance that gives same-sex couples some of the rights of married heterosexual couples .
Activists welcome the decision; hope that it will lead to greater equality for LGBT people in Japan .
Recent poll finds most young Japanese open to the idea of gay marriage .","""Shibuya ward in Tokyo has passed ordinance paving the way for partnership certificates for same-sex couples, allowing them some of the rights of married heterosexual couples. The certificates will not be issued until later in the summer and are not legally binding, but proponents of marriage equality in Japan say that the ward's decision is a step in the right direction."""
7,"A test in Kansas finds listeria in a Blue Bell ice cream cup .
The company announces it is temporarily shutting a plant to check for the source .
Three people in Kansas have died from a listeria outbreak .","Blue Bell ice cream has temporarily shut down one of its manufacturing plants over the discovery of listeria contamination in a serving of ice cream originating from that plant. Public health officials warned consumers Friday not to eat any Blue Bell-branded products made at the Broken Arrow, Oklahoma, plant. The warning by the Centers for Disease Control and Prevention does not affect other Blue Bell ice cream, including other 3-ounce servings, not made at the plant. But Blue Bell has recalled other products. The company is shutting down the Broken Arrow facility ""out of an abundance of caution"" to search for a possible cause of contamination. It is the third time Blue Bell has taken action in light of a listeria outbreak at a Kansas hospital that served the company's ice cream. Listeria monocytogenes was recently found in a cup of ice cream recovered from the hospital. The cup contaminated with the bacteria was produced at the Broken Arrow plant in April 2014, Blue Bell said. And, according to the CDC, listeria bacteria was found in additional samples of the same product that were recovered from the plant. The bacteria in the hospital sample and the factory sample appeared to match each other genetically, the CDC said. But they did not appear identical to listeria samples taken from patients infected in the Kansas outbreak. In a separate outbreak in Texas, the CDC did find that listeria samples taken from patients who came down with listeriosis between 2010 and 2014 in a hospital that served 3-ounce Blue Bell cups matched the listeria in recovered samples."""
7,"Japan's top military official earnestly revealed that the country's Self Defense Force (SDF) had never encountered a UFO .
Celebrity politician and former wrestler Antonio Inoki had posed a question concerning extraterrestrials to a government committee .","(CNN)The classic video game ""Space Invaders"" was developed in Japan back in the late 1970's -- and now their real-life counterparts are the topic of an earnest political discussion in Japan's corridors of power. Luckily, Japanese can sleep soundly in their beds tonight as the government's top military official earnestly revealed that the country's Air Self Defense Force (ASDF) had never encountered an extraterrestrial unidentified flying object. Responding to a query from flamboyant former wrestler-turned-lawmaker Antonio Inoki, Defense Minister Gen Nakatani told the Diet, Japan's parliament, that his jets had, to date, never come across any UFOs from outer space. ""When the Air Self Defense Force detects indications of an unidentified flying object that could violate our country's airspace, it scrambles fighter jets if necessary and makes visual observation,"" Nakatani said. He continued: ""They sometimes find birds or flying objects other than aircraft but I don't know of a case of finding an unidentified flying object believed to have come over from anywhere other than Earth."" Inoki has appeared in the U.S.-based WWE -- which describes him as ""among the most respected men in sports-entertainment"" -- and is the founder of the New Japan Pro Wrestling organization. He entered Japan's Upper House for a second stint in politics in 2013. He also famously fought Muhammad Ali in 1976, in one of the first-ever mixed-discipline matches, which would later pave the way for today's wildly popular Mixed Martial Arts contests. Before his return to politics he was a regular fixture on Japanese TV variety shows and has promoted a slew of products, from hot sauce to banks. The maverick politician also traveled to Iraq in 1990 to try to secure the release of Japanese hostages, and has more recently attempted to replicate former NBA star Dennis Rodman's ""basketball diplomacy"" by staging a wrestling tournament in North Korea. He reportedly converted to Islam in"
7,"Bombing of targets in central Sanaa smashes residents' windows and doors .
Hundreds killed in less than two weeks; humanitarian situation desperate, agencies say .","Residents of central Sanaa, the Yemeni capital, have learned the hard way that key strategic bombing targets are located in their neighborhoods: Detonating ordnance has been shattering their windows and doors. And fighting has killed hundreds of people in less than two weeks. The Saudi-led coalition smashed parts of Yemen's Defense Ministry Central Command in the capital over the weekend, senior Yemeni officials said. Under the rain of coalition bombs, the Houthis, who are Shiites in a majority Sunni country, still control Sanaa. But the airstrikes have hurt them and destroyed a lot of infrastructure. The electricity has gone out on 16 million Yemenis living in Houthi-held areas, the Yemeni officials said. Many fear they will lose access to clean water as well. Yemen's deposed President Abdu Rabu Mansour Hadi heaped scorn on top of the airstrikes. He fired his former Army chief of staff, Hussein Khairan, on Sunday. The firing had no practical effect, since Khairan had switched sides weeks ago and is the Houthi rebels' acting defense minister. Hadi is holed up in Saudi Arabia, which is working to defeat his enemies and reinstall him."""
7,"David Lynch says he won't be directing new episodes of Twin Peaks .
Showtime ""saddened"" over decision, which involved a dispute over money .","David Lynch will no longer direct the revival of ""Twin Peaks"" -- a cult 1990s television show that was set to return in 2016. Lynch broke the news about his departure in a series of tweets, saying that the show's third season will continue without him. He said he felt the network was not offering enough money to produce the show ""the way it needed to be done."" Lynch also wrote that he had personally called the actors over the weekend to let them know he would no longer be directing. Showtime Network, which will air the nine-episode comeback, released a statement saying they were ""saddened"" by Lynch's decision. ""We were saddened to read David Lynch's statement today since we believed we were working towards solutions with David and his reps on the few remaining deal points,"" read the statement. ""Showtime also loves the world of Twin Peaks and we continue to hold out hope that we can bring it back in all its glory with both of its extraordinary creators, David Lynch and Mark Frost, at its helm."" Actor Kyle MacLachlan, who played the coffee-obsessed FBI agent Dale Cooper in the original series, had confirmed he would reprise the lead role for the new season."
7,"Kentucky player mutters N-word under his breath about a Wisconsin player at postgame news conference .
Andrew Harrison, who is black, tweets that he apologized to Frank Kaminsky, who is white .
Kaminsky says he's talked it over with Harrison --  'I'm over it""","(CNN)A University of Kentucky basketball player is apologizing for the ""poor choice of words"" he muttered under his breath after the team's stunning loss to Wisconsin on Saturday. As a deflated panel of Wildcats fielded a reporter's question about Wisconsin standout Frank Kaminsky, a hot mic picked up Kentucky guard Andrew Harrison saying of Kaminsky, ""F**k that (N-word)."" Harrison, who is is black, said his words were ""in jest,"" and that he meant no disrespect to Kaminsky, who is white. ""First I want to apologize for my poor choice of words used in jest towards a player I respect and know,"" Harrison tweeted. ""When I realized how this could be perceived I immediately called big frank to apologize and let him know I didn't mean any disrespect."" Kaminsky -- the 2015 Associated Press player of the year -- said Sunday that he was ""over it."" ""He reached out to me. We talked about it. [I'm] Over it,"" he said. ""Nothing needs to be made out of it."" Harrison said he wished Kaminsky well in Monday's national title game against Duke. ""We had a good conversation, and I wished him good luck in the championship game Monday."" CNN reached out to Kentucky for comment on Sunday but did not hear back."""
7,"A man killed in a raid in the Philippines in January was a ""most wanted"" terrorist, the FBI says .
Marwan was a Malaysian believed to have provided support to Islamist terror groups .
44 elite Philippine commandos were killed in the raid on his hideout last month .","""The FBI has confirmed that Marwan, a Malaysian bomb maker, was killed in a disastrous raid in the Philippines in January.
     Marwan, whose real name is Zulkifli bin Hir, was believed to be a member of southeast Asian terror group Jemaah Islamiyah's central command.
     The FBI had been offering a $5 million reward for information leading to Marwan's capture in the wake of his 2007 indictment on terror charges in a California court.
     Marwan had previously been falsely reported dead after a raid by Philippine security forces in 2012.
     The Philippines has been fighting an insurgency in the predominantly Muslim south for years, and last year signed a peace agreement with the Moro Islamic Liberation Front (MILF), the largest rebel group in the region."""
7,"Delaware family becomes ill at the Sirenusa resort in the U.S. Virgin Islands .
Preliminary EPA results find methyl bromide was present in unit where family stayed .
U.S. Justice Department has initiated a criminal investigation into the matter .","(CNN)The presence of a harmful pesticide at a luxury villa in the U.S. Virgin Islands may have resulted in the illness of a Delaware family, the U.S. Environmental Protection Agency said Friday. Paramedics were called last week to a rented villa at the Sirenusa resort in St. John after the family of four fell ill. They had rented the villa from March 14 to March 22, and were later hospitalized. The illness was reported to the EPA on March 20. ""Our preliminary results do show that there was a presence of methyl bromide in the unit where the family was staying,"" said Elias Rodriguez, an EPA spokesman. Exposure to methyl bromide can result in serious health effects, including central nervous system and respiratory system damage, according to the EPA. The use of the pesticide is restricted in the United States because of its acute toxicity. It's not allowed to be used indoors. Only certified professionals are permitted to use it in certain agricultural settings. ""It's an ongoing investigation; we're still on the island doing our assessment,"" Rodriguez said. ""We have been doing different types of air sampling and wipe sampling."" Final test results were expected next week. The EPA is working with local government agencies to investigate whether the family was made ill after a fumigation at the resort on March 18 and whether any environmental regulations or laws were violated. ""Pesticides can be very toxic, and it is critically important that they be applied properly and used only as approved by EPA,"" said Judith A. Enck, a regional administrator for the EPA. ""The EPA is actively working to determine how this happened and will make sure steps are taken to prevent this from happening to others at these vacation apartments or elsewhere."" Depending on the season, the luxury villa where the family stayed rents between $550 and $1,200 per night. Sea Glass Vacations, which acts as a rental agent for several units at Sirenusa, said that the unit directly below the"
7,"Chris Rock posts selfies after being pulled over three times in last seven weeks .
""Stopped by the cops again wish me luck,"" he posted this week .","""Comedian Chris Rock made light of racial disparities in police treatment of whites and blacks with a tongue-in-cheek guide to not being beaten by the police. He encapsulated the frustration and grief caused by a New York grand jury's decision not to indict a white police officer in the death of a black man with a simple tweet: ""This one was on film."" Now, he's stirring things up again with a series of tweets documenting three traffic stops in seven weeks. ""Stopped by the cops again wish me luck,"" he posted early Tuesday, along with a photo showing him behind the wheel of a car with what looks like blue police lights in the background. He posted similar photos in February. Many African-Americans have long bemoaned the phenomenon of being pulled over for no apparent reason, calling it ""driving while black."" Blacks are about 30% more likely to be pulled over by police than whites, according to figures reported by the Bureau of Justice Statistics in 2013."""
7,"A blast rocks a chemical plant in China's southeastern Fujian province for the second time in two years .
Six were injured after the explosion and are being hospitalized .
The explosion was triggered by an oil leak, though local media has not reported any toxic chemical spills .","""Hong Kong (CNN)Six people were hurt after an explosion at a controversial chemical plant in China's southeastern Fujian province sparked a huge fire, provincial authorities told state media. The plant, located in Zhangzhou city, produces paraxylene (PX), a reportedly carcinogenic chemical used in the production of polyester films and fabrics. The blast occurred at an oil storage facility Monday night after an oil leak, though local media has not reported any toxic chemical spill. Five out of six people were injured by broken glass and have been sent to the hospital for treatment, Xinhua news agency reported. More than 600 firefighters were sent to battle the blaze and the fire is now under control, the Zhangzhou fire department wrote on their official microblogging account Tuesday morning. Residents living close to the plant had heard the explosion and took to Weibo to post photos of the fire. One user wrote that he heard a loud blast and felt slight tremors. The plant was hit by another explosion in July 2013, although there were no reports of casualties or toxic leaks at the time. Though demonstrations are illegal in China, the construction of PX plants has sparked protests, which have occasionally turned violent, in several cities in recent years. The Zhangzhou plant was slated for Xiamen -- a densely populated city in the southeast of the country. However, it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current, more remote location."""
7,"Justice Department prosecuting FedEx over unauthorized shipment of drugs .
Danny Cevallos: FedEx has a strong argument that it shouldn't be held responsible .","FedEx was charged with 15 counts of conspiracies, transporting prescription pharmaceuticals dispensed with illegal prescriptions, violations of the Controlled Substances Act, misbranding charges, and money laundering charges.
     FedEx maintains that it is innocent and that it is a common carrier, performing the normal duties of a common carrier, because (a) it is engaged in the business of transportation of property and (b) it offers its services to the public generally.
     The ""common carrier"" exception to possession makes sense, as it would lead to an absurd result if every driver, courier and handler who touches a valid shipment of OxyContin had to obtain a prescription for opiates to be legally allowed to deliver it to your front door.
     The indictment alleges that as early as 2004, the Drug Enforcement Administration, the Food and Drug Administration, and members of Congress put FedEx on notice that illegal Internet pharmacies were using its shipping services to distribute controlled substances and prescription drugs in violation of the Controlled Substances Act, the Food, Drug, and Cosmetic Act, and numerous state laws.
     The Department of Justice is making the argument that even though FedEx carries and delivers whatever is handed to it by the public, FedEx knew or should have known in specific instances that it was involving itself in suspicious drug activity.
     The government gets to impose its will and policy upon large corporations -- in this case, it would be to force FedEx to help law enforcement in policing shady pharmaceutical transportation.
     The government also gets to extract gargantuan sums of money from corporations in ""deferred prosecution agreements."""
7,"Mark Wahlberg is planning to appear in ""Patriots' Day""
The film will be about events surrounding the 2013 Boston Marathon bombing .
Another film, ""Boston Strong,"" is also in the works .","""Boston native Mark Wahlberg will star in a film about the Boston Marathon bombing and the manhunt that followed. Wahlberg's film, to be titled ""Patriots' Day,"" is being produced by CBS Films, which linked to the Deadline article from its website. Wahlberg is hoping to play Boston Police Commissioner Ed Davis, who retired after the attack in 2013. The film will be told from Davis' point of view. The film will feature material researched and shot by CBS Films' corporate sibling, the CBS News program ""60 Minutes."" Wahlberg is also a producer of the film. Patriots' Day is the second film related to the Boston bombing to be announced. Fox announced in November that it will be making a film called ""Boston Strong"" about the event."""
7,"""The Price Is Right"" gives away a car ... accidentally .
A model makes a big mistake during a game .
Host Drew Carey thought the error was hilarious .","Model Manuela Arbelaez accidentally revealed the correct answer to a guessing game for a new Hyundai Sonata on Thursday's edition of ""The Price Is Right"". Host Drew Carey couldn't stop laughing. Arbelaez was mortified, attempting to hide behind the display. But everything turned out OK, she tweeted later. Former host Bob Barker, 91, showed up to run his old show on Wednesday."
7,"Carlos Colina, 32, is arraigned on charges of assault and battery, improper disposal of a body .
Body parts were discovered Saturday in a duffel bag and a common area of an apartment building .
The victim in the case is identified as Jonathan Camilien, 26; authorities say he knew Colina .","Authorities identified and charged a man Monday in connection with the discovery of human remains in a duffel bag in Cambridge, Massachusetts, over the weekend. Carlos Colina, 32, was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body, the Middlesex District Attorney's Office said in a statement. ""This was a gruesome discovery,"" said District Attorney Marian Ryan. ""Detectives are continuing to analyze evidence and awaiting information from the Office of the Chief Medical Examiner so that we may determine if additional charges are warranted."" Police were notified Saturday morning about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains. After that discovery, police say, a surveillance video led them to an apartment building, where more body parts were discovered in a common area. That location is near the Cambridge Police Department headquarters. The remains at both locations belonged to the same victim, identified Monday as Jonathan Camilien, 26. Camilien and Colina knew each other, according to authorities. The next scheduled hearing in the case is set for April 14. CNN's Andreas Preuss contributed to this report."
